,ID,MEDV
0,0,23.52950252991864
1,1,24.943620252418015
2,2,16.322014012252446
3,3,18.927271061345138
4,4,22.823118469365582
5,5,22.179411716491906
6,6,19.29605186258506
7,7,22.364952154127074
8,8,34.38325153285361
9,9,19.55610903420873
10,10,25.440008869928114
11,11,22.263733362638078
12,12,20.746491827809578
13,13,18.418748342248563
14,14,20.535641878815305
15,15,26.92650843468021
16,16,17.54167184620684
17,17,24.450140498350006
18,18,19.29735697319541
19,19,22.266379737618585
20,20,26.190101272189224
21,21,37.16604691154365
22,22,23.53858376629178
23,23,9.78887690403091
24,24,14.180534433875653
25,25,9.928596275515321
26,26,17.110329460890163
27,27,20.593965893725148
28,28,23.871424796824
29,29,15.543047328288893
30,30,37.22414004104788
31,31,19.530908427307402
32,32,18.949075498936686
33,33,18.3325252913044
34,34,27.125251033053125
35,35,19.63336629319924
36,36,30.57768488938045
37,37,30.41745219864619
38,38,39.21343980589284
39,39,24.54854425795131
40,40,19.08972004903692
41,41,32.48225031268748
42,42,25.128946117619694
43,43,17.96847730178942
44,44,21.99037220038786
45,45,26.575593932360707
46,46,20.17160521228797
47,47,24.249992538273695
48,48,15.394747293059538
49,49,14.271480931014116
50,50,19.270080791829557
51,51,34.757511875217546
52,52,24.242917852855758
53,53,-4.713805695487427
54,54,11.645840058904682
55,55,16.081445263478326
56,56,20.716962372617388
57,57,12.789933264343269
58,58,10.039078004207681
59,59,18.80464527014575
60,60,20.07904878878962
61,61,20.828128141679276
62,62,32.86919482949043
63,63,23.90175880243318
64,64,36.54545171086359
65,65,32.73793803819243
66,66,15.49242972941153
67,67,22.080787650042673
68,68,25.390520978489747
69,69,16.787909325081586
70,70,20.105505806233545
71,71,17.646819356312584
72,72,29.110153339220496
73,73,14.627835170556917
74,74,20.910980502011384
75,75,17.15054539647577
76,76,19.381000426585437
77,77,32.09172977308037
78,78,17.744066181927156
79,79,33.79573989742464
80,80,32.69322504469972
81,81,42.447882686079915
82,82,28.13516172386357
83,83,30.114113559977316
84,84,17.996741791547034
85,85,32.62284106339105
86,86,16.853221695605615
87,87,28.841856794071823
88,88,16.063901722910405
89,89,19.132491607916464
90,90,15.081682987958073
91,91,20.489228487420608
92,92,14.574084179013353
93,93,22.952709426246727
94,94,20.26387756044954
95,95,24.72797935470608
96,96,35.952213546195374
97,97,4.150251928784957
98,98,14.270468324636067
99,99,27.767311010790046
100,100,23.850116768813955
101,101,17.03618752580748
102,102,27.31061367565284
103,103,35.94672419662383
104,104,13.100160894645896
