,ID,MEDV
0,0,23.807465144226732
1,1,24.823590763737457
2,2,11.781388791172716
3,3,22.121209035588798
4,4,20.50823881037868
5,5,21.343539371955167
6,6,20.131495300252574
7,7,20.768487079740666
8,8,32.08280461508097
9,9,18.016568034613485
10,10,23.948987350812452
11,11,24.771351082797956
12,12,19.547968629387366
13,13,19.00244860123213
14,14,22.57946122421518
15,15,26.86132884529639
16,16,17.08317777841026
17,17,24.45445168318681
18,18,20.47783916473907
19,19,23.394612030135924
20,20,24.761665256748344
21,21,37.08809602652774
22,22,25.16102294641186
23,23,10.059945257222514
24,24,14.147195211175614
25,25,5.516337956050867
26,26,17.60523540205152
27,27,19.370743242890015
28,28,23.079104725440757
29,29,17.40850441153391
30,30,36.25018429174366
31,31,20.657512523881103
32,32,20.07136967849563
33,33,20.233913467829034
34,34,25.116029430567067
35,35,21.599954068945724
36,36,30.473647327726045
37,37,31.120277922575184
38,38,37.43046795367258
39,39,27.150526434598632
40,40,16.74320228203927
41,41,31.481316572403628
42,42,24.237239032349763
43,43,19.481150263293078
44,44,24.148861929637427
45,45,26.510393369369268
46,46,18.546351226236713
47,47,24.22536024932973
48,48,15.598629388987593
49,49,14.77199391137962
50,50,20.13134744790789
51,51,32.13062316330501
52,52,24.292146656716938
53,53,-3.906110061943073
54,54,14.575079840265564
55,55,17.943144620854746
56,56,19.742665791254826
57,57,10.8006492690072
58,58,9.238650492990686
59,59,19.771395106852815
60,60,20.09324634165322
61,61,19.139190265940584
62,62,32.75289777594477
63,63,24.67184615151952
64,64,35.77677054932932
65,65,31.07848627128677
66,66,14.514684718716085
67,67,19.959315510979273
68,68,25.987807202279363
69,69,16.594462875521216
70,70,20.295668433231945
71,71,17.761492340326086
72,72,27.706058212157217
73,73,9.82941478787789
74,74,20.18070410400999
75,75,16.18025849711471
76,76,21.949731337161943
77,77,30.53024882739529
78,78,18.929651269681266
79,79,31.46270384071886
80,80,32.84893452549893
81,81,39.42861440056531
82,82,27.97336549950011
83,83,30.70225984475693
84,84,19.730570598336776
85,85,32.729387085906275
86,86,17.615814729879233
87,87,27.707197862665225
88,88,14.59341576605221
89,89,20.6605609246034
90,90,13.803502204884332
91,91,20.428375226989623
92,92,12.40074363961245
93,93,22.421016815768443
94,94,20.451147422524265
95,95,23.662062070686773
96,96,35.85555799825344
97,97,5.073525525439775
98,98,15.002244776133796
99,99,25.331259499590118
100,100,25.52612331218475
101,101,17.134056777020806
102,102,27.4210391402637
103,103,35.498035669945935
104,104,10.011070147059574
